IATA,ICAO,Airline,Call sign,Country/Region,Comments
AQ,MPJ,MAP-Management and Planung,MAPJET,Austria,
,MAD,Maple Air Services,MAPLE AIR,Canada,
,MAR,March Helicopters,MARCH,United Kingdom,
,MCP,Marcopolo Airways,MARCOPOLO,Afghanistan,
,MGI,Marghi Air,MARGHI,Nigeria,
,MHF,Maritime Helicopters,AIR MARITIME,United States,Allocated 2014[40]
,MRK,Markair,MARKAIR,United States,
BF,MRK,MarkAir,MARKAIR,United States,1984-1995
,MKO,Markoss Aviation,GOSHAWK,United Kingdom,
6V,MRW,Mars RK,AVIAMARS,Ukraine,
,MCE,Marshall Aerospace,MARSHALL,United Kingdom,
M7,MSL,Marsland Aviation,MARSLANDAIR,Sudan,
,XMA,Martin Aviation Services,,United States,
,MBE,Martin-Baker,MARTIN,United Kingdom,
MP,MPH,Martinair,MARTINAIR,Netherlands,
,MRA,Martinaire,MARTEX,United States,
,MFA,Martyn Fiddler Associates,SEAHORSE,United Kingdom,
,MVN,Marvin Limited,MARVIN,United Kingdom,
,TRP,Maryland State Police,TROOPER,United States,
,TFG,MAS Airways,TRAFALGAR,United Kingdom,
M7,MAA,MasAir,MAS CARGA,Mexico,
,MTH,Massachusetts Institute of Technology,RESEARCH,United States,
,MSY,Massey University School of Aviation,MASSEY,New Zealand,
,MSW,Master Airways,MASTER AIRWAYS,Serbia,
,MPL,Master Planner,,United States,
,LMJ,Masterjet,MASTERJET,Portugal,
Q4,,Mastertop Linhas Aéreas,,Brazil,
MH,MWG,MASwings,MASWINGS,Malaysia,
IN,MAK,MAT Macedonian Airlines,MAKAVIO,Macedonia,Defunct
,MIA,Mauria,MAURIA,Mauritania,
,MNV,Mauritanienne Aerienne Et Navale,NAVALE,Mauritania,
,MRF,Mauritanienne Air Fret,MAUR-FRET,Mauritania,
,MWY,Mauritanienne Airways,MAURITANIENNE,Mauritania,
,MDE,Mauritanienne De Transport Aerien,MAURI-TRANS,Mauritania,
,MVR,Maverick Airways,MAV-AIR,United States,
H5,MVL,Mavial Magadan Airlines,Mavial,Russia,
,MAI,Max Avia,MAX AVIA,Kyrgyzstan,
,MSF,Max Sea Food,MAXESA,El Salvador,
,MAX,Max-Aviation,MAX AVIATION,Canada,
8M,MXL,Maxair,MAXAIR,Sweden,
,MXF,Maximum Flight Advantages,MAXFLIGHT,United States,
,MXU,Maximus Air Cargo,CARGO MAX,United Arab Emirates,
MY,MXJ,Maxjet Airways,MAX-JET,United States,Defunct
,MXS,Maxsus-Avia,MAXSUS-AVIA,Uzbekistan,
,MXP,May Air Xpress,BEECHNUT,United States,
MW,MYD,Maya Island Air,MYLAND,Belize,
7M,MYI,Mayair,MAYAIR,Mexico,
,MBS,Mbach Air,MBACHI AIR,Malawi,Ground Services
,PLG,MBK-S,PILGRIM,Russia,
,MCH,McAlpine Helicopters,MACLINE,United Kingdom,
,MCC,MCC Aviation,DISCOVERY,South Africa,
,MKL,McCall Aviation,MCCALL,United States,
,DAC,McDonnell Douglas,DACO,United States,
,MMH,McMahon Helicopter,NIGHT RIDER,United States,2015[37]
,MDS,McNeely Charter Services,MID-SOUTH,United States,
,MTS,Med Jets,,Mexico,2014[38]
,MEK,Med-Trans of Florida,MED-TRANS,United States,
,MDM,Medavia,MEDAVIA,Malta,
,MRZ,Medical Air Rescue Services,MARS,Zimbabwe,
,MCL,Medical Aviation Services,MEDIC,United Kingdom,
,MDF,Mediterranean Air Freight,MED-FREIGHT,Greece,
,MDY,Mediterranean Airways,,Egypt,
,MEJ,Medjet International,MEDJET,United States,
,MGK,Mega,MEGLA,Kazakhstan,
,MEL,Mega Linhas Aéreas,MEGA AIR,Brazil,
M8,MKN,Mekong Airlines,MEKONG AIRLINES,Cambodia,Defunct
,RDK,Memorial Hermann Hospital System,RED DUKE,United States,"Houston, Texas"
IM,MNJ,Menajet,MENAJET,Lebanon,
,,Mercer Airlines,,United States,Defunct
,MXX,Merchant Express Aviation,MERCHANT,Nigeria,
,MEC,Mercury Aircourier Service,MERCAIR,United States,
,POV,Meridian,AIR POLTAVA,Ukraine,
,MRD,Meridian Air Cargo,MERIDIAN,United States,
,MHL,Meridian Airlines,HASSIMAIR,Nigeria,
,DSL,Meridian Aviation,DIESEL,United Kingdom,
,MEM,Meridian Limited,MERIDIAN CHERRY,Ukraine,
IG,ISS,Meridiana,MERIDIANA,Italy,Callsign was MERAIR
,MEI,Merlin Airways,AVALON,United States,
MZ,MNA,Merpati Nusantara Airlines,MERPATI,Indonesia,
YV,ASH,Mesa Airlines,AIR SHUTTLE,United States,
XJ,MES,Mesaba Airlines,MESABA,United States,
,MSQ,Meta Linhas Aéreas,META,Brazil,
,MET,Meteorological Research Flight,METMAN,United Kingdom,
,MER,Methow Aviation,METHOW,United States,
,MVI,Metro Business Aviation,,United Kingdom,
,MEX,Metro Express,EAGLE EXPRESS,United States,
,MTR,Metroflight,METRO,United States,
,MTJ,Metrojet,METROJET,Hong Kong,
,PIX,Metropix UK,METROPIX,United Kingdom,
,MPS,Metropolis,METRO REGIONAL,Netherlands,Metropolis Noord 1
,MXB,Mex Blue,MEX BLUE,Mexico,
,MJT,Mex-Jet,MEJETS,Mexico,
MX,MXA,Mexicana de Aviación,MEXICANA,Mexico,
GJ,MXC,Mexicargo,MEXICARGO,Mexico,defunct
,MXT,México Transportes Aéreos,TRANSMEX,Mexico,
,MGA,MG Aviación,MAG AVACION,Spain,
M2,MHV,MHS Aviation GmbH,SNOWCAP,Germany,
,JLA,MIA Airlines,SALLINE,Romania,
,HUR,Miami Air Charter,HURRICANE CHARTER,United States,
LL,BSK,Miami Air International,BISCAYNE,United States,"Previous IATA Code ""GL"""
,OWL,Miami Valley Aviation,NIGHT OWL,United States,
,MPT,Miapet-Avia,MIAPET,Armenia,
OM,MGL,MIAT Mongolian Airlines,MONGOL AIR,Mongolia,
,BIB,Michelin Air Services,,France,
,WIZ,Micromatter Technology Solutions,WIZARD,United Kingdom,
,NYL,Mid Airlines,NILE,Sudan,
,MPA,Mid-Pacific Airlines,MID PAC,United States,
,MJR,Midamerica Jet,MAJOR,United States,
ME,MEA,Middle East Airlines,CEDAR JET,Lebanon,
,MTU,Middle Tennessee State University,BLUE RAIDER,United States,2019[41]
,,,,,
,MID,Midland Airport Services,,United Kingdom,
,MFR,Midline Air Freight,MIDLINE FREIGHT,United States,
,MIS,Midstate Airlines,MIDSTATE,United States,
ML,MDW,Midway Airlines (1976–1991),MIDWAY,United States,defunct
JI,MDW,Midway Airlines (1993–2003),MIDWAY,United States,defunct
,FLA,Midway Express,PALM,United States,
,FAX,Midwest Air Freighters,FAIRFAX,United States,
YX,MEP,Midwest Airlines,MIDEX,United States,
MY,MWA,Midwest Airlines (Egypt),,Egypt,
,DZR,Midwest Aviation,DOZER,United States,
,NIT,Midwest Aviation,NIGHTTRAIN,United States,
,MWT,Midwest Aviation Division,MIDWEST,United States,
,HTE,Midwest Helicopters De Mexico,HELICOPTERSMEXICO,Mexico,
MJ,MLR,Mihin Lanka,MIHIN LANKA,Sri Lanka,
,MSN,Milenium Air Servicios Aereos Integrados,,Mexico,
,MAB,Millardair,MILLARDAIR,Canada,
,RJM,Millen Corporation,MILLEN,United Kingdom,
,MLK,Millennium Air,NIGERJET,Nigeria,
,DLK,Millennium Airlines,DEKKANLANKA,Sri Lanka,
,MFS,Miller Flying Services,MILLER TIME,United States,
,OXO,Million Air,MILL AIR,United States,
,MXS,Millon Express,MILLON EXPRESS,United States,Trading name for Sunrise Airlines allocated in 2014[39]
,MIM,Mimino,MIMINO,Russia,
,NAB,Mina Airline Company,,Egypt,
,OMR,Minair,ORMINE,Central African Republic,
,EBE,Minebea Technologies,MINEBEA,United States,
,MAZ,Mines Air Services Zambia,MINES,Zambia,
,MNL,Miniliner,MINILINER,Italy,
,MNS,Ministic Air,MINISTIC,Canada,
,WDG,"Ministry of Agriculture, Fisheries and Food",WATCHDOG,United Kingdom,
,MAV,Minoan Air,MINOAN,Greece,
,MSF,Minsheng International Jet,MEINSHENG,China,2014[38]
,LIR,Minsk Aircraft Overhaul Plant,LISLINE,Belarus,
,MIC,Mint Airways,MINT AIRWAYS,Spain,
,MIR,Miramichi Air Service,MIRAMICHI,Canada,
,MIF,Miras,MIRAS,Kazakhstan,
,MOS,Misr Overseas Airways,,Egypt,
,MAF,Mission Aviation Fellowship,MISSI,Indonesia,
,MSN,Missionair,MISIONAIR,Spain,
,MRN,Missions Gouvernemtales Francaises,MARIANNE,France,
,BDG,Mississippi State University,BULLDOG,United States,
,MVA,Mississippi Valley Airways,VALAIR,United States,
M4,MSA,Mistral Air,AIRMERCI,Italy,renamed Poste Air Cargo
,MNC,MIT Airlines,MUNCIE,Canada,
,MKA,MK Airline,KRUGER-AIR,Ghana,
MB,MNB,MNG Airlines,BLACK SEA,Turkey,
,MBO,Mobil Oil,MOBIL,Canada,
,MXE,Mocambique Expresso,MOZAMBIQUE EXPRESS,Mozambique,
WD,MWM,Modern Transporte Aereo De Carga,MODERNAIR,Brazil,
,MFZ,Mofaz Air,MOFAZ AIR,Malaysia,
,MOW,Mohawk Airlines,MOHAWK AIR,United States,
MW,MUL,Mokulele Airlines,MUKULELE,United States,Callsign and code changed from BUG/SPEEDBUGGY in 2013
,MLE,Moldaeroservice,MOLDAERO,Moldova,
2M,MDV,Moldavian Airlines,MOLDAVIAN,Moldova,
,MVG,Moldova,MOLDOVA-STATE,Moldova,
,RRV,Mombasa Air Safari,SKYROVER,Kenya,
ZB,MON,Monarch Airlines,MONARCH,United Kingdom,defunct October 2017
,MNH,Monarch Airlines,MONARCH AIR,United States,
,MFC,Moncton Flying Club,EAST WIND,Canada,
,MDB,Monde Air Charters,MONDEAIR CARGO,United Kingdom,
,MTI,Monerrey Air Taxi,MONTERREY AIR,Mexico,
,MKY,Monky Aerotaxis,MONKY,Mexico,
YM,MGX,Montenegro Airlines,MONTENEGRO,Montenegro,"former callsign was ""MONTAIR"""
5M,MNT,Montserrat Airways,MONTSERRAT,Montserrat,
,MNY,Mooney Aircraft Corporation,MOONEY FLIGHT,United States,
,MAL,Morningstar Air Express,MORNINGSTAR,Canada,
,MSS,Morris Air Service,WASATCH,United States,
,MRO,Morrison Flying Service,MORRISON,United States,
3R,GAI,Moskovia Airlines,GROMOV AIRLINE,Russia,JSC
,MPI,Mosphil Aero,MOSPHIL,Philippines,
M9,MSI,Motor Sich,MOTOR SICH,Ukraine,
NM,NZM,Mount Cook Airline,MOUNTCOOK,New Zealand,
,MTN,Mountain Air Cargo,MOUNTAIN,United States,
N4,MTC,Mountain Air Company,MOUNTAIN LEONE,Sierra Leone,
,PKP,Mountain Air Express,PIKES PEAK,United States,
,BRR,Mountain Air Service,MOUNTAIN AIR,United States,
,MBI,Mountain Bird,MOUNTAIN BIRD,United States,
,MFB,Mountain Flyers 80,MOUNTAINHELI,Switzerland,
,MHA,Mountain High Aviation,MOUNTAIN HIGH,United States,
,MPC,Mountain Pacific Air,MOUNTAIN PACIFIC,Canada,
,MTV,Mountain Valley Air Service,MOUNTAIN VALLEY,United States,
,EBF,MSR Flug-Charter,SKYRUNNER,Germany,
,MCV,MTC Aviación,MTC AVIACION,Mexico,
,MDN,Mudan Airlines,,Somali Republic,
,CMJ,Mudanjiang General Aviation,MUDANJIANG,China,
,MTX,Multi Taxi,MULTITAXI,Mexico,
,WBR,Multi-Aero,WEBER,United States,
,MFT,Multiflight,YORKAIR,,
,MLV,Multiservicios Aereos Del Valle,MULTI VALLE,Mexico,
,MNZ,Murmansk Aircompany,MURMAN AIR,Russia,
,MUA,Murray Air,MURRAY AIR,United States,
,MMR,Musrata Air Transport,MUSRATA AIR,Libya,
,MAW,Mustique Airways,MUSTIQUE,Barbados,
,HTL,My Fair Jet,HOTLINE,Austria,
Z9,MYM,MYAirline,MYAIR,Malaysia,Yet to operate. Planned to operate scheduled services in Q4 of 2022.
UB,UBA,Myanma Airways,UNIONAIR,Myanmar,
8M,MMA,Myanmar Airways International,MYANMAR,Myanmar,
,MYA,Myflug,MYFLUG,Iceland,
VZ,MYT,MyTravel Airways,KESTREL,United Kingdom,"Defunct, callsign now used by Thomas Cook Airlines"
,VKG,MyTravel Airways,VIKING,Denmark,defunct; callsign now used by Thomas Cook Airlines Scandinavia
8I,,Myway Airlines,,Italy,
,MYW,MyWay Airlines,MYSKY,Georgia,
,ANL,Nacoia Lda,AIR NACOIA,Angola,
,NHZ,Nada Air Service,NADA AIR,Chad,
,NAH,Nahanni Air Services Ltd,NAHANNI,Canada,
,NKL,Nakheel Aviation,NAKHEEL,United Arab Emirates,
IN,NIH,NAM Air,NAM,Indonesia,
,DMD,Namdeb Diamond Corporation,DIAMONDJET,Namibia,
,MRE,Namibia Commercial Aviation,MED RESCUE,Namibia,
,NDF,Namibian Defence Force,NAMIBIAN AIR FORCE,Namibia,
,CNJ,Nanjing Airlines,NINGHANG,China,
DV,ACK,Nantucket Airlines,ACK AIR,United States,WAS 9k
,NYA,Nanyah Aviation,NANYAH,Israel,
,NAP,Napier Air Service Inc,NAPIER,United States,
P9,,Nas Air,,Mali,
,NCM,Nas Air,AIR BANE,Angola,
UE,NAS,Nasair,NASAIRWAYS,Eritrea,
,NJC,Nashville Jet Charters,NASHVILLE JET,United States,
,NCO,Natalco Air Lines,NATALCO,São Tomé and Príncipe,
N8,NCR,National Air Cargo dba National Airlines,NATIONAL CARGO,United States,
,NSR,National Air Charter,NASAIR,Indonesia,
,NTK,National Air Traffic Controllers Association,NATCA,United States,
,RFI,National Air Traffic Services,SHERLOCK,United Kingdom,
N4,NCN,National Airlines,,Chile,
,KUS,National Airlines,KUSWAG,South Africa,
,NAN,National Airlines,NATION AIR,United States,defunct
NA,NAL,National Airlines,NATIONAL,United States,defunct
N7,ROK,National Airlines,RED ROCK,United States,defunct
9O,,National Airways Cameroon,,Cameroon,
,LFI,National Airways Corporation,AEROMED,South Africa,
9Y,NAE,National Airways Ethiopia,NATIONAL,Ethiopia,
,GTY,National Aviation Company,,Egypt,
,TNC,National Aviation Consultants,NATCOM,Canada,
,SIQ,National Center for Atmospheric Research,SCIENCE QUEST,United States,
,NXT,National Express,NATIONAL FREIGHT,United States,Texas Air Charters
,FGN,National Gendarmerie,FRANCE GENDARME,France,
,GRD,National Grid plc,GRID,United Kingdom,
,JTE,National Jet Express,JETEX,Australia,
,AND,National Jet Service,AIR INDIANA,United States,
NC,NJS,National Jet Systems,NATIONAL JET,Australia,
,NOL,National Overseas Airlines Company,NAT AIRLINE,Egypt,
,UKP,National Police Air Service,POLICE,United Kingdom,
,NLS,Nationale Luchtvaartschool,PANDER,Netherlands,
,NAE,Nations Air Express Inc,NATIONS EXPRESS,United States,
CE,NTW,Nationwide Airlines,NATIONWIDE,South Africa,
,NWZ,Nationwide Airlines (Zambia),ZAMNAT,Zambia,
,EVM,Natural Environment Research Council,SCIENCE,United Kingdom,
,NRR,Natureair,NATUREAIR,Costa Rica,
,NRK,Naturelink Charter,NATURELINK,South Africa,
,NVC,Nav Canada,NAV CAN,Canada,
,NAV,Nav Flight Planning,NAV DISPATCH,Czech Republic,
,NVP,Navegacao Aérea De Portugal,,Portugal,
,NAY,Navegación Servicios Aéreos Canarios S.A.,NAYSA,Spain,
,IRI,Navid,NAVID,Iran,
,NVM,Naviera Mexicana,NAVIERA,Mexico,
,NVL,Navigator Airlines,NAVLINES,Armenia,
,XNV,Navinc Airlines Services,,United States,Tigin Limited
1N,,Navitaire,,United States,
,XNS,Navtech System Support,,Canada,
,NZA,Nayzak Air Transport,,Libya,
,NEC,Necon Air,NECON AIR,Nepal,
,NCG,Nederlandse Kustwacht,NETHERLANDS COASTGUARD,Netherlands,
,NFT,Nefteyugansk Aviation Division,NEFTEAVIA,Russia,
,NLA,Neiltown Air,NEILTOWN AIR,Canada,
,NLG,NEL Cargo,NELCARGO,Ivory Coast,
,NLC,Nelair Charters,NELAIR,South Africa,
,CGE,Nelson Aviation College,COLLEGE,New Zealand,
,FCP,Nelson Aviation College Ltd,FLIGHTCORP,New Zealand,Nelson Aviation College [2]
NO,NOS,Neos,MOONFLOWER,Italy,
,TOX,Neosiam Airways,SKY KINGDOM,Thailand,
RA,RNA,Nepal Airlines,ROYAL NEPAL,Nepal,was Royal Nepal Airlines
,NSL,Neric,NERICAIR,United Kingdom,
1I,EJA,NetJets,EXECJET,United States,
,NEJ,Netjets Business Aviation,NET BUSINESS,China,
1I,NJE,NetJets Europe,FRACTION,Portugal,
,NET,Network Aviation Services,NETWORK,Nigeria,
,NEZ,New England Air Express,ENGAIR,United States,
EJ,NEA,New England Airlines,NEW ENGLAND,United States,
,NHT,New Heights 291,NEWHEIGHTS,South Africa,
,NJA,New Japan Aviation,SHIN NIHON,Japan,
,NWD,New World Jet Corporation,NEW WORLD,United States,
,NYH,New York Helicopter,NEW YORK,United States,
,GRY,New York State Police,GRAY RIDER,United States,
,HVA,Newair,HAVEN-AIR,United States,
,NLT,Newfoundland Labrador Air Transport,NALAIR,Canada,
,NXF,Nextflight Aviation,NEXTFLIGHT,United States,
2N,NTJ,NextJet,NEXTJET,Sweden,
,NXS,Nexus Aviation,NEXUS AVIATION,Nigeria,
,NHG,NHT Linhas Aéreas,HELGA,Brazil,
,NHV,NHV Aviation,,Ghana,
,NIS,Nicaragüense de Aviación,NICA,Nicaragua,
,NCN,Nicon Airways,NICON AIRWAYS,Nigeria,Ceased operations 2007
6N,NIN,Niger Airlines,NIGER AIRLINES,Niger,
,NGA,Nigeria Airways,NIGERIA,Nigeria,
,NGR,Nigerian Air Force,NIGERIAN AIRFORCE,Nigeria,
,NGX,Nigerian Global,AIR GLOBAL,Nigeria,
,EXT,Night Express,EXECUTIVE,Germany,
HG,NLY,Niki,FLYNIKI,Austria,
,NKV,Nikolaev-Air,AIR NIKOLAEV,Ukraine,Airline of Special Purpose
,NSA,Nile Safaris Aviation,NILE SAFARIS,Sudan,
,NVA,Nile Valley Aviation Company,,Egypt,defunct
,NLW,Nile Wings Aviation Services,NILE WINGS,Sudan,
,NBS,Nimbus Aviation,NIMBUS,United Kingdom,
,NSR,Nine Star Airways,AIR STAR,Thailand,2014[42]
KZ,NCA,Nippon Cargo Airlines,NIPPON CARGO,Japan,
,NVK,Nizhnevartovskavia,VARTOSKAVIA,Russia,
,NOH,No. 32 (The Royal) Squadron,NORTHOLT,United Kingdom,
,AKG,No. 84 Squadron RAF,GRIFTER,United Kingdom,
,NBL,Nobil Air,NOBIL AIR,Moldova,
DD,NOK,Nok Air,NOK AIR,Thailand,
XW,NCT,NokScoot,BIG BIRD,Thailand,
,NRL,Nolinor Aviation,NOLINOR,Canada,
,NMD,Nomad Aviation,NOMAD AIR,Namibia,
,NUB,Nomad Aviation,VALLETTA,Malta,
,ROW,Nor Aviation,ROTORWING,Norway,
,NOC,Norcopter,NORCOPTER,Norway,
,NEF,Nord-Flyg,NORDEX,Sweden,
5N,AUL,Nordavia,ARCHANGELSK AIR,Russia,
JH,NES,Nordeste Linhas Aéreas Regionais,NORDESTE,Brazil,
6N,NRD,Nordic Regional,NORTH RIDER,Sweden,
Y7,TYA,NordStar,TAIMYR,Russia,
,NDS,Nordstree (Australia),,Australia,
N4,NWS,Nordwind Airlines,NORDLAND,Russia,
,NRT,Norestair,NORESTAIR,Spain,
N5,,Norfolk Air,,Norfolk Island,Defunct
,NCF,Norfolk County Flight College,COUNTY,United Kingdom,
,FNA,Norlandair,NORLAND,Iceland,
,NOA,Norontair,NORONTAIR,Canada,
,HMF,Norrlandsflyg,LIFEGUARD SWEDEN,Sweden,
,NRX,Norse Air Charter,NORSE AIR,South Africa,
N0,NBT,Norse Atlantic Airways,LONGSHIP,Norway,
,NIR,Norsk Flytjeneste,NORSEMAN,Norway,
,NOR,Norsk Helikopter,NORSKE,Norway,
,DOC,Norsk Luftambulanse,HELIDOC,Norway,
,RTV,Nortavia,TIC-TAC,Portugal,
,NAI,North Adria Aviation,NORTH-ADRIA,Croatia,
NA,NAO,North American Airlines,NORTH AMERICAN,United States,
,HMR,North American Charters,HAMMER,Canada,
,NAJ,North American Jet Charter Group,JET GROUP,United States,
,NAT,North Atlantic Air Inc,MASS AIR,United States,
,NFC,North Atlantic Cargo,NORTH ATLANTIC,Norway,
,NBN,North British Airlines,TEESAIR,United Kingdom,
,NCB,North Caribou Flying Service Ltd,NORTH CARIBOU,Canada,
N/A,N/A,North Coast Air Services Ltd,NORTH COAST,Canada,
N9,,North Coast Aviation,,Papua New Guinea,
M3,NFA,North Flying,NORTH FLYING,Denmark,
,NRC,North Sea Airways,NORTH SEA,Netherlands,
,SBX,North Star Air Cargo,SKY BOX,United States,
,NRV,North Vancouver Airlines,NORVAN,Canada,
,NWW,North West Airlines,HALANT,Australia,
,PTO,North West Geomatics,PHOTO,Canada,
,NEN,North-East Airlines,NORTHEAST SWAN,Nigeria,
,VBG,North-West Air Transport Company - Vyborg,VYBORG AIR,Russia,
HW,NWL,North-Wright Airways,NORTHWRIGHT,Canada,
,NLL,Northafrican Air Transport,NORTHAFRICAN AIR,Libya,
,NFL,Northaire Freight Lines,GREAT LAKES,United States,
,NSF,Northamptonshire School of Flying,NORTON,United Kingdom,
,NCE,Northcoast Executive Airlines,TOP HAT,United States,
,NEE,Northeast Airlines,NORTHEAST,United States,
,NPX,Northeast Aviation,NORTHEAST EXPRESS,United States,
,NEW,Northeastern Aviation,MEADOW FLIGHT,United States,2014[42]
NC,NAC,Northern Air Cargo,YUKON,United States,
,BYC,Northern Airlines Sanya,BEIYA,China,
,NDA,Northern Airways,NORTHERN DAKOTA,United States,
,CMU,Northern Aviation Service,LANNA AIR,Thailand,
U7,,Northern Dene Airways,,Canada,
,NEX,Northern Executive Aviation,NEATAX,United Kingdom,
,NHC,Northern Helicopter,NORTHERN,Germany,
,NIC,Northern Illinois Commuter,ILLINOIS COMMUTER,United States,
,NTX,Northern Jet Management,NORTAX,United States,
7H,RVF,Northern Pacific Airways,—Raven Flight,United States,
,NTA,Northern Thunderbird Air,THUNDERBIRD,Canada,
,KOE,Northland Aviation,KOKEE,United States,
,NSS,Northstar Aviation,NORTHSTAR,United States,
,NHL,Northumbria Helicopters,NORTHUMBRIA,United Kingdom,
,NAL,Northway Aviation Ltd,NORTHWAY,Canada,
,NWE,Northwest Aero Associates,,United States,
NW,NWA,Northwest Airlines,NORTHWEST,United States,defunct
,,,,,merged with Delta Air Lines
FY,NWR,Northwest Regional Airlines,,Australia,
,NWT,Northwest Territorial Airways,TERRITORIAL,Canada,
J3,PLR,Northwestern Air,POLARIS,Canada,
,NWN,Northwinds Northern,NORTHWINDS,Canada,
,NAM,Nortland Air Manitoba,MANITOBA,Canada,
DN,NAA,Norwegian Air Argentina,NORUEGA,Argentina,subsidiary of Norwegian Air Shuttle (Ceased operations 2019)
D8*,IBK,Norwegian Air International,NORTRANS,Ireland,subsidiary of Norwegian Air Shuttle[43] (Ceased operations 2021)
DH,NAN,Norwegian Air Norway,NORSHIP,Norway,subsidiary of Norwegian Air Shuttle
DY,NOZ,Norwegian Air Shuttle,NORDIC,Norway,
D8,NSZ,Norwegian Air Sweden,REDNOSE,Sweden,subsidiary of Norwegian Air Shuttle
DI,NRS,Norwegian Air UK,REDNOSE*,United Kingdom,subsidiary of Norwegian Air Shuttle (Ceased operations 2021)[44]
,TFN,Norwegian Aviation College,SPIRIT,Norway,
DU,NLH,Norwegian Long Haul,NORSTAR,Norway,subsidiary of Norwegian Air Shuttle (Ceased operations 2021)[45]
,XNT,Notams International,,United States,
BJ,LBT,Nouvel Air Tunisie,NOUVELAIR,Tunisia,
O9,NOV,Nova Airline,NOVANILE,Sudan,
,PTR,Nova Scotia Department of Lands and Forests,PATROL,Canada,
1I,NVR,Novair,NAVIGATOR,Sweden,
,NVG,Novgorod Air Enterprise,SADKO AVIA,Russia,
VQ,NVQ,Novo Air,NOVO AIR,Bangladesh,
,NSP,Novosibirsk Aircraft Repairing Plant,NARPAIR,Russia,
,NBE,Novosibirsk Aviaenterprise,NAKAIR,Russia,
,NPO,Novosibirsk Aviation Production Association,NOVSIB,Russia,
,NOY,Noy Aviation,NOY AVIATION,Israel,
N6,ACQ,Nuevo Continente,AERO CONTINENTE,Peru,Operating license revoked by Chile 10/06/2002; Ceased operations 2005; Former name: Aero Continente
,NHR,Nuevo Horizonte Internacional,NUEVO HORIZONTE,Mexico,
,NUN,Nunasi-Central Airlines,NUNASI,Canada,
,NIN,Nurman Avia Indopura,NURVINDO,Indonesia,
,NYS,Nyasa Express,NYASA,Malawi,
,WAR,NZ Warbirds Association,WARBIRDS,New Zealand,
,OCN,O Air,O-BIRD,France,
UQ,OCM,O'Connor Airlines,OCONNOR,Australia,Defunct - Bankrupt
OB,AAN,Oasis Airlines,Oasis,Spain,defunct
O8,OHK,Oasis Hong Kong Airlines,OASIS,Hong Kong,Defunct
OB,AAN,Oasis International Airlines Now assigned to Boliviana de Aviacion (BoA),OASIS,Spain,Ceased operations
,BCN,Ocean Air,BLUE OCEAN,Mauritania,
VC,VCX,Ocean Airlines,OCEANCARGO,Italy,
,OCS,Ocean Sky UK,OCEANSKY,United Kingdom,
,TUK,Ocean Wings Commuter Service,TUCKERNUCK,United States,New Island Connections
,ODS,Odessa Airlines,ODESSA AIR,Ukraine,
,ODY,Odyssey International,ODYSSEY,Canada,
,FOC,Office Federal De'Aviation Civile,FOCA,Switzerland,
,GBO,Ogooue Air Cargo,,Gabon,
,OSU,Ohio State University,SCARLET,United States,
,OKJ,Okada Airlines,OKADA AIR,Nigeria,
,OKP,Okapi Airways,OKAPI,Democratic Republic of Congo,
,OKA,Okay Airways,OKAYJET,China,
,OKL,Oklahoma Department of Public Safety,OKLAHOMA,United States,Troop O
,OST,Oklahoma State University,OSTATE,United States,
,FET,Old Dominion Freight Lines,FREIGHT LINE,United States,
,OLX,Olimex Aerotaxi,OLIMEX,Czech Republic,
,KVK,Olimp Air,PONTA,Kazakhstan,
O2,JEA,OLT Express,JETA,Poland,"defunct, funded by acquisition of Jet Air and YES Airways"
OL,OLT,OLT Express Germany,OLTRA,Germany,
OA,OAL,Olympic Air,OLYMPIC,Greece,
OA,OAL,Olympic Airlines,OLYMPIC,Greece,Defunct
,OLY,Olympic Aviation,OLAVIA,Greece,
WY,OMA,Oman Air,OMAN AIR,Oman,
,ORF,Oman Royal Flight,OMAN,Oman,
,OAV,Omni - Aviacao e Tecnologia,OMNI,Portugal,
OY,OAE,Omni Air International,OMNI-EXPRESS,United States,
,DRL,Omni Air Transport,DRILLER,United States,
,OMF,Omniflys,OMNIFLYS,Mexico,
,ORL,On Air Limited,ON AIR,Canada,
,OAR,ONE AIR,BOSS AIR,Spain,
IP,ONS,One Airlines,AIR DREAMS,Chile,
,OTG,One Two Go Airlines,THAI EXPRESS,Thailand,
,OTM,Onetime Airlines Zambia,ZEDTIME,Zambia,
,MED,Ontario Ministry of Health,MEDICAL,Canada,
8Q,OHY,Onur Air,ONUR AIR,Turkey,
,OPA,Opal Air,,Australia,
1L,OSY,Open Skies Consultative Commission,OPEN SKIES,United States,
,OSA,Open Sky Aviation,,Lebanon,
,BOS,OpenSkies,MISTRAL,United Kingdom,
,OLE,Operadora de Lineas Ejecutivas,OPERADORA,Mexico,
,OTP,Operadora de Transportes Aéreos,OPERADORA AEREO,Mexico,
,OPV,Operadora de Veulos Ejectutivos,OPERADORA DE VUELOS,Mexico,
,ORR,Operadora Turistica Aurora,TURISTICA AURORA,Mexico,
,LLO,Operation Enduring Freedom,APOLLO,Canada,
,OAX,Operational Aviation Services,,Australia,
,ORN,Orange Air,ORANGE JET,United States,Allocated in 2014[46]
,ORD,Orange Air Services,ORANGE SERVICES,Sierra Leone,
,ORJ,Orange Air Sierra Leone,ORANGE SIERRA,Sierra Leone,
